t,t_sec,p_base_x,p_base_y,p_base_z,q_base_x,q_base_y,q_base_z,q_base_w,v_base_x,v_base_y,v_base_z,joint_pos_0,joint_pos_1,joint_pos_2,joint_pos_3,joint_pos_4,joint_pos_5,joint_pos_6,joint_pos_7,joint_pos_8,joint_pos_9,joint_pos_10,joint_pos_11
9.130000000000000000e+02,4.565000000000000391e+00,-1.576903894399230399e+00,-1.105072802761835726e+00,5.293335610199473296e-01,-2.697934935678728430e-03,-2.341042677638071462e-04,-6.767865270795812016e-01,7.392490508197626653e-01,-9.212789569614336649e-02,6.313710412992971088e-01,-5.851833565541232629e-02,-6.048900000000000110e-02,9.365400000000000391e-01,-1.462739999999999929e+00,7.721530000000000060e-02,5.073640000000000372e-01,-1.342219999999999969e+00,-1.254909999999999914e-01,5.771460000000000479e-01,-1.381990000000000052e+00,8.225970000000000504e-02,9.630889999999999729e-01,-1.438639999999999919e+00
9.140000000000000000e+02,4.570000000000000284e+00,-1.577368829945358986e+00,-1.101906069583703740e+00,5.290255814355057096e-01,-2.432655566385934828e-03,-3.106871008808765439e-04,-6.773445594688412008e-01,7.387386746681592342e-01,-9.384875276173988701e-02,6.353206204354976405e-01,-6.467345241364134967e-02,-6.022349999999999925e-02,9.214499999999999913e-01,-1.437629999999999963e+00,7.779049999999999854e-02,4.992670000000000163e-01,-1.342130000000000045e+00,-1.274830000000000130e-01,5.704200000000000381e-01,-1.381990000000000052e+00,8.190569999999999795e-02,9.460969999999999658e-01,-1.413510000000000044e+00
9.150000000000000000e+02,4.575000000000000178e+00,-1.577836158474861694e+00,-1.098719594088074736e+00,5.287007710597043664e-01,-2.206466220858717842e-03,-3.151732512025009385e-04,-6.779157851484864938e-01,7.382152236653177768e-01,-9.308421682211054371e-02,6.392667505927623894e-01,-6.525044930678197685e-02,-6.000219999999999859e-02,9.110519999999999730e-01,-1.421580000000000066e+00,7.818880000000000274e-02,4.938679999999999737e-01,-1.342019999999999991e+00,-1.288539999999999963e-01,5.657729999999999704e-01,-1.381990000000000052e+00,8.172870000000000135e-02,9.345480000000000453e-01,-1.397319999999999895e+00
9.160000000000000000e+02,4.580000000000000071e+00,-1.578310021502558280e+00,-1.095510186339348824e+00,5.283642502528987928e-01,-1.946779949514021923e-03,-2.946599907462909011e-04,-6.785079432514631304e-01,7.376717360724033279e-01,-9.646205477623888414e-02,6.444941917244380036e-01,-6.935770699901040726e-02,-5.938279999999999947e-02,8.946800000000000308e-01,-1.398930000000000007e+00,7.867549999999999544e-02,4.852839999999999931e-01,-1.341769999999999907e+00,-1.310669999999999891e-01,5.583390000000000297e-01,-1.382300000000000084e+00,8.119769999999999766e-02,9.159190000000000387e-01,-1.374659999999999993e+00
9.170000000000000000e+02,4.584999999999999964e+00,-1.578794481558228213e+00,-1.092279456628304057e+00,5.280138684952989658e-01,-1.622152843000007009e-03,-2.838483927892335493e-04,-6.790502861943568114e-01,7.371733126624241406e-01,-9.732456981412807018e-02,6.477940019605208377e-01,-7.079479331237660544e-02,-5.920580000000000287e-02,8.834400000000000031e-01,-1.385669999999999957e+00,7.902950000000000252e-02,4.797969999999999735e-01,-1.341509999999999980e+00,-1.325270000000000059e-01,5.532949999999999813e-01,-1.382530000000000037e+00,8.075519999999999921e-02,9.031749999999999501e-01,-1.361220000000000097e+00
9.180000000000000000e+02,4.589999999999999858e+00,-1.579281267285912893e+00,-1.089028493303605849e+00,5.276547109994120799e-01,-1.276183495912132718e-03,-2.851078810666025356e-04,-6.796066895499035532e-01,7.366610710634082793e-01,-9.739224680079815177e-02,6.525873791360865539e-01,-7.286781294047969815e-02,-5.898450000000000221e-02,8.745899999999999785e-01,-1.374319999999999986e+00,7.929500000000000437e-02,4.742660000000000209e-01,-1.341290000000000093e+00,-1.340760000000000007e-01,5.484280000000000266e-01,-1.382479999999999931e+00,8.026850000000000651e-02,8.906969999999999610e-01,-1.348799999999999999e+00
9.190000000000000000e+02,4.594999999999999751e+00,-1.579817268235201633e+00,-1.085754117481042114e+00,5.273063119892352768e-01,-8.403642604975414179e-04,-4.354637244396004588e-04,-6.802269342908671135e-01,7.360889335240605735e-01,-1.170144307134707434e-01,6.571644274985782852e-01,-6.649412964828385619e-02,-5.557730000000000309e-02,8.750329999999999497e-01,-1.365680000000000005e+00,7.960480000000000333e-02,4.658579999999999943e-01,-1.341010000000000035e+00,-1.368189999999999962e-01,5.413480000000000514e-01,-1.382330000000000059e+00,7.849849999999999883e-02,8.720679999999999543e-01,-1.332729999999999970e+00
9.200000000000000000e+02,4.600000000000000533e+00,-1.580424640489453969e+00,-1.082454039066533813e+00,5.270247905462931426e-01,-1.250869244186089738e-05,-1.188295524240206170e-03,-6.808447630979638232e-01,7.355171598211990291e-01,-1.259587826930935184e-01,6.628671996867124827e-01,-4.611759811093971845e-02,-5.522330000000000294e-02,8.740590000000000304e-01,-1.369259999999999922e+00,7.978169999999999706e-02,4.573619999999999908e-01,-1.340640000000000054e+00,-1.400500000000000078e-01,5.343560000000000532e-01,-1.382279999999999953e+00,7.394080000000000097e-02,8.654749999999999943e-01,-1.322040000000000104e+00
9.210000000000000000e+02,4.605000000000000426e+00,-1.580978243908893299e+00,-1.079144911943882512e+00,5.269221499125461561e-01,5.728707322551504586e-04,-1.866651601396566648e-03,-6.815476424327376881e-01,7.348642694793278141e-01,-9.551324368612026938e-02,6.607749532402388271e-01,5.070441123940486530e-03,-5.504629999999999940e-02,8.699879999999999836e-01,-1.375550000000000050e+00,8.026850000000000651e-02,4.508130000000000193e-01,-1.340189999999999992e+00,-1.420410000000000006e-01,5.292229999999999990e-01,-1.382390000000000008e+00,6.774589999999999779e-02,8.694570000000000354e-01,-1.319630000000000081e+00
9.220000000000000000e+02,4.610000000000000320e+00,-1.581409654901579476e+00,-1.075852600410220239e+00,5.270446264923793755e-01,7.819628554007896758e-04,-1.911868688835890616e-03,-6.823375916049365664e-01,7.341305336294562389e-01,-7.705798274401241821e-02,6.561393793049414835e-01,4.392108150958407703e-02,-5.601980000000000154e-02,8.614479999999999915e-01,-1.387219999999999898e+00,8.164019999999999611e-02,4.380249999999999977e-01,-1.337630000000000097e+00,-1.452710000000000112e-01,5.190460000000000074e-01,-1.382759999999999989e+00,6.309969999999999468e-02,8.655190000000000383e-01,-1.323350000000000026e+00
9.230000000000000000e+02,4.615000000000000213e+00,-1.581799227547725284e+00,-1.072574730230741791e+00,5.272865819651595398e-01,8.873568996627568964e-04,-1.965347900145388016e-03,-6.831665696849180680e-01,7.333589053815273706e-01,-7.877369091920335964e-02,6.550085030115576634e-01,5.286102347202271262e-02,-5.708180000000000198e-02,8.580849999999999866e-01,-1.391969999999999930e+00,8.239249999999999352e-02,4.311220000000000052e-01,-1.334759999999999946e+00,-1.466870000000000118e-01,5.141339999999999799e-01,-1.382449999999999957e+00,6.212619999999999948e-02,8.568900000000000405e-01,-1.327620000000000022e+00
9.240000000000000000e+02,4.620000000000000107e+00,-1.582200928650134397e+00,-1.069295666968330893e+00,5.275517760631202036e-01,7.811051924971974727e-04,-1.657665041931068216e-03,-6.839054249808068642e-01,7.326708044785155138e-01,-8.190133642325711505e-02,6.566156412013003374e-01,5.321699207768786077e-02,-5.818799999999999667e-02,8.525099999999999900e-01,-1.394600000000000062e+00,8.504739999999999522e-02,4.235999999999999766e-01,-1.331439999999999957e+00,-1.448280000000000123e-01,5.088240000000000540e-01,-1.382100000000000106e+00,6.075450000000000295e-02,8.487040000000000139e-01,-1.331800000000000095e+00
9.250000000000000000e+02,4.625000000000000000e+00,-1.582569472158761981e+00,-1.066004223197074774e+00,5.278404788687247606e-01,3.988053330222601192e-04,-9.733316019946744013e-04,-6.846459784080262123e-01,7.319803780578422181e-01,-6.550017839177574297e-02,6.599526731821440118e-01,6.226019465920399482e-02,-5.845349999999999852e-02,8.479520000000000390e-01,-1.394630000000000036e+00,8.659619999999999818e-02,4.139979999999999771e-01,-1.326470000000000038e+00,-1.445629999999999971e-01,5.010360000000000369e-01,-1.382050000000000001e+00,6.278999999999999859e-02,8.395000000000000240e-01,-1.335990000000000011e+00
9.260000000000000000e+02,4.629999999999999893e+00,-1.582906869180581433e+00,-1.062671672649985632e+00,5.281685886317182277e-01,5.077160035632414603e-04,-5.201020108178215076e-04,-6.854665562559706382e-01,7.312123959596311673e-01,-6.944898461305154536e-02,6.730617709166053508e-01,6.898574751094639634e-02,-5.836500000000000021e-02,8.441469999999999807e-01,-1.390740000000000087e+00,8.863160000000000482e-02,4.044400000000000217e-01,-1.321360000000000090e+00,-1.458899999999999919e-01,4.941780000000000062e-01,-1.381450000000000067e+00,6.367490000000000649e-02,8.323760000000000048e-01,-1.336580000000000101e+00
9.270000000000000000e+02,4.634999999999999787e+00,-1.583231753879517312e+00,-1.059315444031800002e+00,5.285032399999671782e-01,6.538448760518963867e-04,-1.922053478160923952e-04,-6.863879061974713647e-01,7.303476390061925949e-01,-6.050433845119208148e-02,6.694209281328755701e-01,6.487398298475538505e-02,-5.849780000000000257e-02,8.406949999999999701e-01,-1.387650000000000050e+00,8.818910000000000637e-02,3.972269999999999968e-01,-1.318589999999999929e+00,-1.448280000000000123e-01,4.893100000000000227e-01,-1.380679999999999907e+00,6.420589999999999631e-02,8.273760000000000003e-01,-1.335229999999999917e+00
9.280000000000000000e+02,4.639999999999999680e+00,-1.583544592708854948e+00,-1.055962651498679072e+00,5.288524695940767240e-01,5.738229781987681712e-04,3.277557188443612555e-05,-6.872069388143250412e-01,7.295771302134425040e-01,-6.462605206149622805e-02,6.716957293461682799e-01,7.481822410058767969e-02,-5.823230000000000073e-02,8.332610000000000294e-01,-1.381820000000000048e+00,8.540140000000000231e-02,3.853239999999999998e-01,-1.324640000000000040e+00,-1.406250000000000000e-01,4.837350000000000261e-01,-1.386419999999999986e+00,6.447139999999999815e-02,8.206940000000000346e-01,-1.330710000000000059e+00
9.290000000000000000e+02,4.645000000000000462e+00,-1.583893121391319880e+00,-1.052630314704313452e+00,5.292143112034307650e-01,4.768656527443447231e-04,-1.409553537671343287e-04,-6.878462252762924667e-01,7.289744982754743363e-01,-7.478938982453531281e-02,6.612447377517072233e-01,6.991887618480320532e-02,-5.756850000000000162e-02,8.282169999999999810e-01,-1.378710000000000102e+00,8.659619999999999818e-02,3.798369999999999802e-01,-1.334019999999999984e+00,-1.413329999999999864e-01,4.802830000000000155e-01,-1.394539999999999891e+00,6.385200000000000597e-02,8.165350000000000108e-01,-1.327649999999999997e+00
9.300000000000000000e+02,4.650000000000000355e+00,-1.584279837396250112e+00,-1.049359087677179003e+00,5.295364902214811931e-01,3.548028377610815717e-04,-5.449202460109045260e-04,-6.883538373822112311e-01,7.284950705187662745e-01,-7.990296063486593270e-02,6.472518990269139350e-01,5.895407943672056894e-02,-5.619679999999999814e-02,8.237919999999999687e-01,-1.377000000000000002e+00,8.641920000000000157e-02,3.771820000000000173e-01,-1.345909999999999940e+00,-1.413770000000000027e-01,4.797080000000000233e-01,-1.404760000000000009e+00,6.230320000000000302e-02,8.120659999999999545e-01,-1.325849999999999973e+00
9.310000000000000000e+02,4.655000000000000249e+00,-1.584673806066328572e+00,-1.046158376803242973e+00,5.298244974557404507e-01,2.577350897724117653e-04,-1.260768078420647798e-03,-6.888393895464375305e-01,7.280351196733941821e-01,-7.769471564544436215e-02,6.330406424551113798e-01,5.625180694881666554e-02,-5.522330000000000294e-02,8.179950000000000276e-01,-1.377259999999999929e+00,8.664040000000000630e-02,3.780669999999999864e-01,-1.365709999999999980e+00,-1.414650000000000074e-01,4.828060000000000129e-01,-1.423489999999999922e+00,5.845349999999999852e-02,8.062249999999999694e-01,-1.326519999999999921e+00
9.320000000000000000e+02,4.660000000000000142e+00,-1.585043182764033221e+00,-1.043020193168312515e+00,5.300701198685630056e-01,1.431523151079773775e-04,-1.786637626097150894e-03,-6.892818160074637435e-01,7.276151878479081292e-01,-7.006170148478585435e-02,6.222364127700409364e-01,4.199952058752888517e-02,-5.429409999999999792e-02,8.120659999999999545e-01,-1.379080000000000084e+00,8.624220000000000497e-02,3.880230000000000068e-01,-1.389499999999999957e+00,-1.406250000000000000e-01,4.917000000000000259e-01,-1.445300000000000029e+00,5.509060000000000346e-02,8.001179999999999959e-01,-1.329949999999999966e+00
9.330000000000000000e+02,4.665000000000000036e+00,-1.585426362378423937e+00,-1.039941308946830789e+00,5.303226583075946188e-01,-1.175982424511427615e-04,-2.122136292251827500e-03,-6.897008850539098068e-01,7.272170706853283706e-01,-8.321409352556448369e-02,6.093290482209980929e-01,5.901737642762748537e-02,-5.411710000000000131e-02,8.086590000000000167e-01,-1.380020000000000024e+00,8.624220000000000497e-02,3.948380000000000223e-01,-1.408789999999999987e+00,-1.399610000000000021e-01,4.995319999999999760e-01,-1.461870000000000003e+00,5.305510000000000087e-02,7.959589999999999721e-01,-1.332810000000000050e+00
9.340000000000000000e+02,4.669999999999999929e+00,-1.585806220605360251e+00,-1.036945186160165955e+00,5.306274975602633948e-01,-4.367230795546249043e-04,-2.376194565916574762e-03,-6.901020349905793161e-01,7.268354974175957883e-01,-6.873232341922563826e-02,5.891245534834866904e-01,6.292087065271052826e-02,-5.389580000000000065e-02,8.041890000000000427e-01,-1.380649999999999933e+00,8.610940000000000261e-02,4.058559999999999945e-01,-1.442099999999999937e+00,-1.396070000000000089e-01,5.120550000000000379e-01,-1.491060000000000052e+00,5.190460000000000212e-02,7.902069999999999927e-01,-1.336640000000000050e+00
9.350000000000000000e+02,4.674999999999999822e+00,-1.586152855602544154e+00,-1.034000059799860871e+00,5.309622330912024957e-01,-7.690806175311991387e-04,-2.590782443228201778e-03,-6.904761909748630133e-01,7.264790582599516267e-01,-6.992035312872976749e-02,5.889335968912142727e-01,7.097339134395810878e-02,-5.380730000000000235e-02,8.009150000000000436e-01,-1.380419999999999980e+00,8.615369999999999973e-02,4.155019999999999825e-01,-1.466139999999999999e+00,-1.392970000000000041e-01,5.215239999999999876e-01,-1.512550000000000061e+00,5.168339999999999740e-02,7.870209999999999706e-01,-1.338470000000000049e+00
9.360000000000000000e+02,4.679999999999999716e+00,-1.586510981231672002e+00,-1.031069482649904279e+00,5.313065400351532075e-01,-9.325113898163870860e-04,-2.910441464847845702e-03,-6.908637710551028821e-01,7.261090865900219349e-01,-7.333272936197632319e-02,5.833029273676748616e-01,6.674988123366588921e-02,-5.354180000000000050e-02,7.971089999999999565e-01,-1.380020000000000024e+00,8.597670000000000312e-02,4.268739999999999757e-01,-1.490860000000000074e+00,-1.393860000000000099e-01,5.321000000000000174e-01,-1.535639999999999894e+00,5.088689999999999880e-02,7.838789999999999925e-01,-1.339460000000000095e+00
9.370000000000000000e+02,4.685000000000000497e+00,-1.586893504928913012e+00,-1.028182645947348428e+00,5.316227348123031549e-01,-1.019566570126153498e-03,-3.312826406051890514e-03,-6.912388160310772856e-01,7.257502193656251155e-01,-7.968209456326177942e-02,5.714376091432661342e-01,5.972888171222064113e-02,-5.217009999999999703e-02,7.908699999999999619e-01,-1.379739999999999966e+00,8.420669999999999544e-02,4.469190000000000107e-01,-1.526540000000000008e+00,-1.393860000000000099e-01,5.502420000000000089e-01,-1.572079999999999922e+00,4.924959999999999755e-02,7.782590000000000341e-01,-1.339480000000000004e+00
9.380000000000000000e+02,4.690000000000000391e+00,-1.587279366483614673e+00,-1.025352611452394092e+00,5.319214412657464752e-01,-1.117489609161533221e-03,-3.619648958207152128e-03,-6.915517736051880471e-01,7.254504047927725630e-01,-7.466666779665524778e-02,5.605800778747684898e-01,5.975497388387961128e-02,-5.137359999999999843e-02,7.856490000000000418e-01,-1.379850000000000021e+00,8.407389999999999308e-02,4.719200000000000061e-01,-1.562210000000000099e+00,-1.393419999999999936e-01,5.705970000000000208e-01,-1.608149999999999968e+00,4.730270000000000308e-02,7.717990000000000128e-01,-1.339059999999999917e+00
9.390000000000000000e+02,4.695000000000000284e+00,-1.587634804823432999e+00,-1.022560501042418357e+00,5.322192575863133879e-01,-1.399026048511907211e-03,-3.870658224165309923e-03,-6.919107114311867646e-01,7.251062847403146883e-01,-6.750922072076134817e-02,5.562690107113438254e-01,5.937205929229845414e-02,-5.053289999999999865e-02,7.823740000000000139e-01,-1.379909999999999970e+00,8.429520000000000068e-02,4.883810000000000096e-01,-1.585800000000000098e+00,-1.393419999999999936e-01,5.856409999999999672e-01,-1.632149999999999990e+00,4.579819999999999725e-02,7.675950000000000273e-01,-1.339229999999999920e+00
9.400000000000000000e+02,4.700000000000000178e+00,-1.587963401135484620e+00,-1.019787791068982319e+00,5.325209077396927393e-01,-1.667508942148167696e-03,-4.004845781892321654e-03,-6.922231097132229838e-01,7.248067625479446274e-01,-6.392834511308068124e-02,5.528193302210201443e-01,6.128822090255719307e-02,-4.880709999999999910e-02,7.766659999999999675e-01,-1.379850000000000021e+00,8.376419999999999699e-02,5.150190000000000046e-01,-1.620449999999999946e+00,-1.392089999999999994e-01,6.099790000000000489e-01,-1.665729999999999933e+00,4.367420000000000330e-02,7.607359999999999678e-01,-1.340330000000000021e+00
9.410000000000000000e+02,4.705000000000000071e+00,-1.588272551028507396e+00,-1.017032314942900362e+00,5.328454699370671621e-01,-1.988750393090816474e-03,-3.966079001553116969e-03,-6.925553939049806651e-01,7.244886731305263394e-01,-5.972749337210755266e-02,5.493743230499601449e-01,6.853653913351191729e-02,-4.743540000000000256e-02,7.727720000000000145e-01,-1.379879999999999995e+00,8.363149999999999751e-02,5.335600000000000342e-01,-1.643310000000000048e+00,-1.390760000000000052e-01,6.264389999999999681e-01,-1.687019999999999964e+00,4.243519999999999931e-02,7.561790000000000456e-01,-1.341259999999999897e+00
9.420000000000000000e+02,4.709999999999999964e+00,-1.588562575692597623e+00,-1.014307717112126195e+00,5.332068342738799371e-01,-2.333123003105245976e-03,-3.928575455209830022e-03,-6.928826371049520150e-01,7.241748891410959565e-01,-5.627876907700225806e-02,5.404684791172499336e-01,7.600954339488591449e-02,-4.637340000000000212e-02,7.689669999999999561e-01,-1.379909999999999970e+00,8.336599999999999566e-02,5.528530000000000388e-01,-1.665170000000000039e+00,-1.388550000000000062e-01,6.433870000000000422e-01,-1.707430000000000003e+00,4.172719999999999901e-02,7.518420000000000103e-01,-1.342109999999999914e+00
9.430000000000000000e+02,4.714999999999999858e+00,-1.588848876909510377e+00,-1.011625335801303871e+00,5.336094587959542279e-01,-2.567607152718674908e-03,-3.910032494141386580e-03,-6.932786359505268559e-01,7.237951008442009559e-01,-5.823984134563184312e-02,5.324874219678051857e-01,8.504078651434515690e-02,-4.513439999999999813e-02,7.634360000000000035e-01,-1.379879999999999995e+00,8.274650000000000061e-02,5.835169999999999524e-01,-1.695529999999999982e+00,-1.388550000000000062e-01,6.684759999999999591e-01,-1.736790000000000056e+00,4.128470000000000056e-02,7.454699999999999660e-01,-1.342870000000000008e+00
9.440000000000000000e+02,4.719999999999999751e+00,-1.589152855137625719e+00,-1.008961081611945643e+00,5.340388850000467036e-01,-2.713565224487825712e-03,-3.869809294233280631e-03,-6.936146838987871099e-01,7.234727551552101454e-01,-6.334919404172051349e-02,5.332163528278700548e-01,8.672989039716945403e-02,-4.424940000000000123e-02,7.579930000000000279e-01,-1.379790000000000072e+00,8.239249999999999352e-02,6.165720000000000089e-01,-1.721799999999999997e+00,-1.383679999999999910e-01,6.940969999999999640e-01,-1.763619999999999965e+00,4.093070000000000042e-02,7.384789999999999965e-01,-1.342700000000000005e+00
9.450000000000000000e+02,4.725000000000000533e+00,-1.589473426020224567e+00,-1.006295816009379562e+00,5.344807637515458509e-01,-2.739466286378017517e-03,-3.920406211291154255e-03,-6.939564701690975612e-01,7.231445493690296100e-01,-6.487959644569682438e-02,5.328910599756490063e-01,9.002160151763832774e-02,-4.393969999999999820e-02,7.561350000000000016e-01,-1.379790000000000072e+00,8.203850000000000031e-02,6.281649999999999734e-01,-1.730110000000000037e+00,-1.381030000000000035e-01,7.032119999999999482e-01,-1.771560000000000024e+00,4.070950000000000263e-02,7.362220000000000431e-01,-1.342559999999999976e+00
9.460000000000000000e+02,4.730000000000000426e+00,-1.589795652043883400e+00,-1.003635150472592441e+00,5.349447415255432769e-01,-2.667788199771727736e-03,-4.012675252022607046e-03,-6.942677982635399037e-01,7.228454203146243984e-01,-6.401320784004782549e-02,5.313752433014138354e-01,9.556954442898196733e-02,-4.199270000000000086e-02,7.474619999999999598e-01,-1.379760000000000097e+00,8.102070000000000105e-02,6.743620000000000170e-01,-1.758930000000000105e+00,-1.372619999999999951e-01,7.387439999999999563e-01,-1.800519999999999898e+00,3.801029999999999687e-02,7.259120000000000017e-01,-1.342640000000000056e+00
9.470000000000000000e+02,4.735000000000000320e+00,-1.590109947844036142e+00,-1.000973003466193667e+00,5.354185618565046045e-01,-2.654003481129953417e-03,-4.084277897297919867e-03,-6.945888039335004205e-01,7.225366180491447077e-01,-6.170582285288140484e-02,5.334838393586857075e-01,9.395860473947877101e-02,-4.124049999999999938e-02,7.435230000000000450e-01,-1.379760000000000097e+00,8.079949999999999632e-02,6.988760000000000527e-01,-1.771519999999999984e+00,-1.364209999999999867e-01,7.567099999999999937e-01,-1.812710000000000043e+00,3.654999999999999916e-02,7.210889999999999800e-01,-1.342729999999999979e+00
9.480000000000000000e+02,4.740000000000000213e+00,-1.590425735781749950e+00,-9.983004389452351246e-01,5.359003830308983751e-01,-2.595588313259597751e-03,-4.101414700275347533e-03,-6.949381510115449911e-01,7.222007363742479757e-01,-6.461003628965271417e-02,5.355418838530151548e-01,9.876982857808690175e-02,-4.048820000000000197e-02,7.402050000000000018e-01,-1.379680000000000017e+00,8.026850000000000651e-02,7.221950000000000314e-01,-1.782969999999999944e+00,-1.352710000000000024e-01,7.753830000000000444e-01,-1.823450000000000015e+00,3.570929999999999938e-02,7.163990000000000080e-01,-1.342559999999999976e+00
9.490000000000000000e+02,4.745000000000000107e+00,-1.590763650853571187e+00,-9.956250355718829770e-01,5.363847746076025880e-01,-2.553504444725032251e-03,-4.181610184846586489e-03,-6.953014577090701476e-01,7.218506581634746011e-01,-7.055752393093729646e-02,5.346208348888730200e-01,9.498662934576336536e-02,-3.964750000000000218e-02,7.347179999999999822e-01,-1.379539999999999988e+00,7.840999999999999359e-02,7.581259999999999666e-01,-1.798710000000000031e+00,-1.336330000000000018e-01,8.028619999999999646e-01,-1.837239999999999984e+00,3.464729999999999893e-02,7.094070000000000098e-01,-1.342279999999999918e+00
9.500000000000000000e+02,4.750000000000000000e+00,-1.591117912609303575e+00,-9.929410442246157098e-01,5.368550702863771340e-01,-2.468207868219331538e-03,-4.248076315911660482e-03,-6.956550400177982096e-01,7.215098219202947805e-01,-7.114821402309257081e-02,5.389755516660583723e-01,9.313163911972419107e-02,-3.911649999999999849e-02,7.283460000000000489e-01,-1.379420000000000091e+00,7.663999999999999979e-02,7.951179999999999914e-01,-1.811800000000000077e+00,-1.315089999999999870e-01,8.310929999999999707e-01,-1.848179999999999934e+00,3.380659999999999915e-02,7.025040000000000173e-01,-1.342160000000000020e+00
9.510000000000000000e+02,4.754999999999999893e+00,-1.591475820021972742e+00,-9.902435618972135201e-01,5.373042396285541145e-01,-2.342744446179691620e-03,-4.380402988754084938e-03,-6.960251519873630333e-01,7.211524162416503847e-01,-7.201721574102835921e-02,5.400175397236314234e-01,8.653603990261776735e-02,-3.893950000000000189e-02,7.242309999999999581e-01,-1.379369999999999985e+00,7.531259999999999344e-02,8.178180000000000449e-01,-1.818929999999999936e+00,-1.298279999999999990e-01,8.495449999999999946e-01,-1.853969999999999896e+00,3.309859999999999886e-02,6.980349999999999611e-01,-1.342109999999999914e+00
9.520000000000000000e+02,4.759999999999999787e+00,-1.591844911295298370e+00,-9.875383090697702482e-01,5.377216574205425648e-01,-2.221098092318290942e-03,-4.489647994078626095e-03,-6.964089352014765089e-01,7.207815208423323794e-01,-7.562132744449229227e-02,5.420840521067515905e-01,8.043088249190960548e-02,-3.858550000000000174e-02,7.190090000000000092e-01,-1.379340000000000011e+00,7.221510000000000429e-02,8.533509999999999707e-01,-1.825979999999999936e+00,-1.266859999999999931e-01,8.767589999999999550e-01,-1.860789999999999944e+00,3.181540000000000062e-02,6.913089999999999513e-01,-1.341709999999999958e+00
9.530000000000000000e+02,4.764999999999999680e+00,-1.592232124971097340e+00,-9.848122808997797906e-01,5.381082343160272785e-01,-2.025370469483765094e-03,-4.641551954644250640e-03,-6.967904189384204194e-01,7.204123555142712965e-01,-7.926661121237088548e-02,5.483273459095148183e-01,7.419964395188524686e-02,-3.831999999999999990e-02,7.156909999999999661e-01,-1.379280000000000062e+00,6.991410000000000680e-02,8.774659999999999682e-01,-1.828160000000000007e+00,-1.241639999999999966e-01,8.943259999999999543e-01,-1.863809999999999967e+00,3.101889999999999856e-02,6.865740000000000176e-01,-1.341350000000000042e+00
9.540000000000000000e+02,4.770000000000000462e+00,-1.592630630064909125e+00,-9.820580731242166683e-01,5.384661957946452748e-01,-1.802674675038665143e-03,-4.796143272940830635e-03,-6.971914779260421913e-01,7.200238096848666780e-01,-8.013844960700471087e-02,5.533551433921217733e-01,6.898495347903739472e-02,-3.805449999999999805e-02,7.120619999999999727e-01,-1.379189999999999916e+00,6.783440000000000303e-02,8.997680000000000122e-01,-1.828810000000000047e+00,-1.215529999999999944e-01,9.118479999999999919e-01,-1.865580000000000016e+00,3.000109999999999930e-02,6.819720000000000226e-01,-1.341120000000000090e+00
9.550000000000000000e+02,4.775000000000000355e+00,-1.593033052779843306e+00,-9.792867577311384908e-01,5.387958646764953174e-01,-1.595156490221868225e-03,-4.947178828828379185e-03,-6.976033542473892846e-01,7.196242332441878942e-01,-8.083397858433957750e-02,5.551704976373281752e-01,6.288256293184141255e-02,-3.770049999999999790e-02,7.056459999999999955e-01,-1.379050000000000109e+00,6.389620000000000022e-02,9.300349999999999451e-01,-1.827080000000000037e+00,-1.172170000000000017e-01,9.367609999999999548e-01,-1.865650000000000031e+00,2.849660000000000040e-02,6.747600000000000264e-01,-1.341059999999999919e+00
9.560000000000000000e+02,4.780000000000000249e+00,-1.593433846204015847e+00,-9.764988016598545872e-01,5.390957823325847054e-01,-1.431660131108765735e-03,-5.055897227801191274e-03,-6.979985560044861259e-01,7.192405022662653469e-01,-7.948533466247660606e-02,5.600110653656458215e-01,5.708465085635722192e-02,-3.703680000000000166e-02,6.995390000000000219e-01,-1.378940000000000055e+00,5.885180000000000272e-02,9.598590000000000177e-01,-1.822599999999999998e+00,-1.118630000000000041e-01,9.600800000000000445e-01,-1.863120000000000109e+00,2.712490000000000040e-02,6.679450000000000109e-01,-1.341029999999999944e+00
9.570000000000000000e+02,4.785000000000000142e+00,-1.593837256664822899e+00,-9.736822589666910277e-01,5.393691298489508013e-01,-1.224847761722743303e-03,-5.208954492920496969e-03,-6.983629609779828940e-01,7.188859696135416755e-01,-8.188154475830063117e-02,5.666057830423271158e-01,5.225423967001897180e-02,-3.654999999999999916e-02,6.959549999999999903e-01,-1.378880000000000106e+00,5.571009999999999851e-02,9.778679999999999595e-01,-1.818019999999999969e+00,-1.083230000000000026e-01,9.743290000000000006e-01,-1.860170000000000101e+00,2.619569999999999885e-02,6.633879999999999777e-01,-1.341010000000000035e+00
9.580000000000000000e+02,4.790000000000000036e+00,-1.594254138280933653e+00,-9.708358642799470584e-01,5.396128046916538468e-01,-9.937746076008626382e-04,-5.344161929455580259e-03,-6.987660670279112196e-01,7.184935155919863758e-01,-8.487378394159759976e-02,5.719516275098398550e-01,4.521556196238318837e-02,-3.619599999999999901e-02,6.903799999999999937e-01,-1.378679999999999906e+00,5.048860000000000153e-02,1.001670000000000060e+00,-1.808570000000000011e+00,-1.031009999999999982e-01,9.938430000000000319e-01,-1.853550000000000031e+00,2.455840000000000106e-02,6.562639999999999585e-01,-1.340640000000000054e+00
